Player,Liga,Pos,Squad,Height,Value
julian justvan,Bundesliga,Attacking Midfield,TSG 1899 Hoffenheim,1.77,2200000.0
florian micheler,Bundesliga,Attacking Midfield,TSG 1899 Hoffenheim,1.85,500000.0
bazoumana toure,Bundesliga,Left Winger,TSG 1899 Hoffenheim,1.75,9000000.0
jacob bruun larsen,Bundesliga,Left Winger,TSG 1899 Hoffenheim,1.83,5000000.0
marius bulter,Bundesliga,Left Winger,TSG 1899 Hoffenheim,1.88,2500000.0
paul hennrich,Bundesliga,Left Winger,TSG 1899 Hoffenheim,1.81,400000.0
adam hlozek,Bundesliga,Second Striker,TSG 1899 Hoffenheim,1.88,18000000.0
gift orban,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.78,10000000.0
max moerstedt,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.94,7000000.0
mergim berisha,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.88,3500000.0
haris tabakovic,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.94,2500000.0
erencan yardmc,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.88,2500000.0
ihlas bebou,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.85,1000000.0
david mokwa,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.8,1000000.0
simon kalambayi,Bundesliga,Centre-Forward,TSG 1899 Hoffenheim,1.87,175000.0
noah atubolu,Bundesliga,Goalkeeper,SC Freiburg,1.9,18000000.0
florian muller,Bundesliga,Goalkeeper,SC Freiburg,1.9,1200000.0
jannik huth,Bundesliga,Goalkeeper,SC Freiburg,1.85,400000.0
philipp lienhart,Bundesliga,Centre-Back,SC Freiburg,1.89,12000000.0
max rosenfelder,Bundesliga,Centre-Back,SC Freiburg,1.86,8000000.0
matthias ginter,Bundesliga,Centre-Back,SC Freiburg,1.89,7000000.0
bruno ogbus,Bundesliga,Centre-Back,SC Freiburg,1.85,1000000.0
kenneth schmidt,Bundesliga,Centre-Back,SC Freiburg,1.89,800000.0
manuel gulde,Bundesliga,Centre-Back,SC Freiburg,1.84,400000.0
jordy makengo,Bundesliga,Left-Back,SC Freiburg,1.91,6000000.0
christian gunter,Bundesliga,Left-Back,SC Freiburg,1.84,3500000.0
roland sallai,Bundesliga,Right-Back,SC Freiburg,1.83,10000000.0
kiliann sildillia,Bundesliga,Right-Back,SC Freiburg,1.86,10000000.0
lukas kubler,Bundesliga,Right-Back,SC Freiburg,1.82,1500000.0
patrick osterhage,Bundesliga,Defensive Midfield,SC Freiburg,1.86,10000000.0
nicolas hofler,Bundesliga,Defensive Midfield,SC Freiburg,1.81,500000.0
maximilian eggestein,Bundesliga,Central Midfield,SC Freiburg,1.81,10000000.0
johan manzambi,Bundesliga,Central Midfield,SC Freiburg,1.82,8000000.0
yann sturm,Bundesliga,Left Midfield,SC Freiburg,1.82,500000.0
merlin rohl,Bundesliga,Attacking Midfield,SC Freiburg,1.92,12000000.0
florent muslija,Bundesliga,Attacking Midfield,SC Freiburg,1.72,1800000.0
danielkofi kyereh,Bundesliga,Attacking Midfield,SC Freiburg,1.79,800000.0
vincenzo grifo,Bundesliga,Left Winger,SC Freiburg,1.8,6000000.0
noah weihaupt,Bundesliga,Left Winger,SC Freiburg,1.81,5000000.0
ritsu doan,Bundesliga,Right Winger,SC Freiburg,1.72,25000000.0
eren dinkci,Bundesliga,Right Winger,SC Freiburg,1.88,8000000.0
niklas beste,Bundesliga,Right Winger,SC Freiburg,1.75,7000000.0
maximilian philipp,Bundesliga,Second Striker,SC Freiburg,1.83,800000.0
junior adamu,Bundesliga,Centre-Forward,SC Freiburg,1.83,5000000.0
lucas holer,Bundesliga,Centre-Forward,SC Freiburg,1.84,3000000.0
michael gregoritsch,Bundesliga,Centre-Forward,SC Freiburg,1.93,3000000.0
robin zentner,Bundesliga,Goalkeeper,1.FSV Mainz 05,1.95,4000000.0
lasse rie,Bundesliga,Goalkeeper,1.FSV Mainz 05,1.92,400000.0
daniel batz,Bundesliga,Goalkeeper,1.FSV Mainz 05,1.91,250000.0
andreas hancheolsen,Bundesliga,Centre-Back,1.FSV Mainz 05,1.85,6000000.0
moritz jenz,Bundesliga,Centre-Back,1.FSV Mainz 05,1.9,5000000.0
dominik kohr,Bundesliga,Centre-Back,1.FSV Mainz 05,1.83,3500000.0
maxim leitsch,Bundesliga,Centre-Back,1.FSV Mainz 05,1.89,1500000.0
danny da costa,Bundesliga,Centre-Back,1.FSV Mainz 05,1.87,1500000.0
stefan bell,Bundesliga,Centre-Back,1.FSV Mainz 05,1.92,800000.0
maxim dal,Bundesliga,Centre-Back,1.FSV Mainz 05,1.88,150000.0
phillipp mwene,Bundesliga,Left-Back,1.FSV Mainz 05,1.7,1800000.0
anthony caci,Bundesliga,Right-Back,1.FSV Mainz 05,1.84,12000000.0
nikolas veratschnig,Bundesliga,Right-Back,1.FSV Mainz 05,1.8,1500000.0
silvan widmer,Bundesliga,Right-Back,1.FSV Mainz 05,1.83,1200000.0
kaishu sano,Bundesliga,Defensive Midfield,1.FSV Mainz 05,1.76,20000000.0
lennard maloney,Bundesliga,Defensive Midfield,1.FSV Mainz 05,1.88,3500000.0
edimilson fernandes,Bundesliga,Defensive Midfield,1.FSV Mainz 05,1.87,3000000.0
nadiem amiri,Bundesliga,Central Midfield,1.FSV Mainz 05,1.8,20000000.0
daniel gleiber,Bundesliga,Central Midfield,1.FSV Mainz 05,1.81,225000.0
paul nebel,Bundesliga,Attacking Midfield,1.FSV Mainz 05,1.69,24000000.0
hyunseok hong,Bundesliga,Attacking Midfield,1.FSV Mainz 05,1.77,3500000.0
jaesung lee,Bundesliga,Attacking Midfield,1.FSV Mainz 05,1.8,2500000.0
marco richter,Bundesliga,Attacking Midfield,1.FSV Mainz 05,1.76,1500000.0
aymen barkok,Bundesliga,Attacking Midfield,1.FSV Mainz 05,1.89,500000.0
arnaud nordin,Bundesliga,Right Winger,1.FSV Mainz 05,1.7,5000000.0
gabriel vidovic,Bundesliga,Second Striker,1.FSV Mainz 05,1.8,3000000.0
armindo sieb,Bundesliga,Second Striker,1.FSV Mainz 05,1.75,3000000.0
jonathan burkardt,Bundesliga,Centre-Forward,1.FSV Mainz 05,1.83,35000000.0
nelson weiper,Bundesliga,Centre-Forward,1.FSV Mainz 05,1.92,10000000.0
karim onisiwo,Bundesliga,Centre-Forward,1.FSV Mainz 05,1.88,800000.0
finn dahmen,Bundesliga,Goalkeeper,FC Augsburg,1.86,9000000.0
nediljko labrovic,Bundesliga,Goalkeeper,FC Augsburg,1.96,2500000.0
daniel klein,Bundesliga,Goalkeeper,FC Augsburg,1.93,150000.0
chrislain matsima,Bundesliga,Centre-Back,FC Augsburg,1.93,22000000.0
felix uduokhai,Bundesliga,Centre-Back,FC Augsburg,1.93,7000000.0
cedric zesiger,Bundesliga,Centre-Back,FC Augsburg,1.94,7000000.0
keven schlotterbeck,Bundesliga,Centre-Back,FC Augsburg,1.88,6000000.0
noahkai banks,Bundesliga,Centre-Back,FC Augsburg,1.93,6000000.0
maximilian bauer,Bundesliga,Centre-Back,FC Augsburg,1.89,2000000.0
jeffrey gouweleeuw,Bundesliga,Centre-Back,FC Augsburg,1.88,1500000.0
reece oxford,Bundesliga,Centre-Back,FC Augsburg,1.9,500000.0
felix meiser,Bundesliga,Centre-Back,FC Augsburg,1.89,150000.0
david deger,Bundesliga,Centre-Back,FC Augsburg,1.79,100000.0
dimitrios giannoulis,Bundesliga,Left-Back,FC Augsburg,1.78,3000000.0
mads pedersen,Bundesliga,Left-Back,FC Augsburg,1.78,2000000.0
marius wolf,Bundesliga,Right-Back,FC Augsburg,1.88,3000000.0
henri koudossou,Bundesliga,Right-Back,FC Augsburg,1.8,2000000.0
robert gumny,Bundesliga,Right-Back,FC Augsburg,1.82,1500000.0
kristijan jakic,Bundesliga,Defensive Midfield,FC Augsburg,1.84,6500000.0
niklas dorsch,Bundesliga,Defensive Midfield,FC Augsburg,1.78,3500000.0
tim breithaupt,Bundesliga,Defensive Midfield,FC Augsburg,1.92,2500000.0
mahmut kucuksahin,Bundesliga,Defensive Midfield,FC Augsburg,1.82,175000.0
arne engels,Bundesliga,Central Midfield,FC Augsburg,1.85,12000000.0
frank onyeka,Bundesliga,Central Midfield,FC Augsburg,1.83,7000000.0
arne maier,Bundesliga,Central Midfield,FC Augsburg,1.86,4000000.0
elvis rexhbecaj,Bundesliga,Central Midfield,FC Augsburg,1.82,3500000.0
alexis claudemaurice,Bundesliga,Attacking Midfield,FC Augsburg,1.76,12000000.0
mert komur,Bundesliga,Attacking Midfield,FC Augsburg,1.83,5000000.0
fredrik jensen,Bundesliga,Attacking Midfield,FC Augsburg,1.83,3500000.0
juan cabrera,Bundesliga,Attacking Midfield,FC Augsburg,1.88,300000.0
ruben vargas,Bundesliga,Left Winger,FC Augsburg,1.79,7000000.0
yusuf kabadayi,Bundesliga,Left Winger,FC Augsburg,1.86,1500000.0
phillip tietz,Bundesliga,Centre-Forward,FC Augsburg,1.9,5000000.0
samuel essende,Bundesliga,Centre-Forward,FC Augsburg,1.93,4500000.0
mergim berisha,Bundesliga,Centre-Forward,FC Augsburg,1.88,3500000.0
steve mounie,Bundesliga,Centre-Forward,FC Augsburg,1.89,2000000.0
frederik ronnow,Bundesliga,Goalkeeper,1.FC Union Berlin,1.88,3000000.0
alexander schwolow,Bundesliga,Goalkeeper,1.FC Union Berlin,1.9,500000.0
carl klaus,Bundesliga,Goalkeeper,1.FC Union Berlin,1.89,350000.0
diogo leite,Bundesliga,Centre-Back,1.FC Union Berlin,1.9,17000000.0
danilho doekhi,Bundesliga,Centre-Back,1.FC Union Berlin,1.9,13000000.0
leopold querfeld,Bundesliga,Centre-Back,1.FC Union Berlin,1.9,13000000.0
paul jaeckel,Bundesliga,Centre-Back,1.FC Union Berlin,1.86,1000000.0
kevin vogt,Bundesliga,Centre-Back,1.FC Union Berlin,1.94,1000000.0
oluwaseun ogbemudia,Bundesliga,Centre-Back,1.FC Union Berlin,1.88,
robin gosens,Bundesliga,Left-Back,1.FC Union Berlin,1.83,8000000.0
jerome roussillon,Bundesliga,Left-Back,1.FC Union Berlin,1.75,800000.0
josip juranovic,Bundesliga,Right-Back,1.FC Union Berlin,1.73,4000000.0
christopher trimmel,Bundesliga,Right-Back,1.FC Union Berlin,1.89,600000.0
aljoscha kemlein,Bundesliga,Defensive Midfield,1.FC Union Berlin,1.87,7000000.0
rani khedira,Bundesliga,Defensive Midfield,1.FC Union Berlin,1.89,2500000.0
andras schafer,Bundesliga,Central Midfield,1.FC Union Berlin,1.78,5000000.0
laszlo benes,Bundesliga,Central Midfield,1.FC Union Berlin,1.81,3000000.0
janik haberer,Bundesliga,Central Midfield,1.FC Union Berlin,1.87,2500000.0
lucas tousart,Bundesliga,Central Midfield,1.FC Union Berlin,1.84,2500000.0
tom rothe,Bundesliga,Left Midfield,1.FC Union Berlin,1.93,10000000.0
robert skov,Bundesliga,Left Midfield,1.FC Union Berlin,1.85,4000000.0
wooyeong jeong,Bundesliga,Attacking Midfield,1.FC Union Berlin,1.79,4000000.0
kevin volland,Bundesliga,Attacking Midfield,1.FC Union Berlin,1.79,700000.0
david preu,Bundesliga,Left Winger,1.FC Union Berlin,1.72,400000.0
benedict hollerbach,Bundesliga,Centre-Forward,1.FC Union Berlin,1.81,12000000.0
yorbe vertessen,Bundesliga,Centre-Forward,1.FC Union Berlin,1.74,6000000.0
andrej ilic,Bundesliga,Centre-Forward,1.FC Union Berlin,1.89,4000000.0
marin ljubicic,Bundesliga,Centre-Forward,1.FC Union Berlin,1.83,4000000.0
jordan,Bundesliga,Centre-Forward,1.FC Union Berlin,1.91,3000000.0
tim skarke,Bundesliga,Centre-Forward,1.FC Union Berlin,1.81,2000000.0
ivan prtajin,Bundesliga,Centre-Forward,1.FC Union Berlin,1.89,1200000.0
michael zetterer,Bundesliga,Goalkeeper,SV Werder Bremen,1.87,4500000.0
mio backhaus,Bundesliga,Goalkeeper,SV Werder Bremen,1.94,2000000.0
markus kolke,Bundesliga,Goalkeeper,SV Werder Bremen,1.87,300000.0
marco friedl,Bundesliga,Centre-Back,SV Werder Bremen,1.87,12000000.0
niklas stark,Bundesliga,Centre-Back,SV Werder Bremen,1.9,4000000.0
amos pieper,Bundesliga,Centre-Back,SV Werder Bremen,1.92,3500000.0
milos veljkovic,Bundesliga,Centre-Back,SV Werder Bremen,1.88,3000000.0
julian malatini,Bundesliga,Centre-Back,SV Werder Bremen,1.91,2500000.0
anthony jung,Bundesliga,Centre-Back,SV Werder Bremen,1.86,1000000.0
mick schmetgens,Bundesliga,Centre-Back,SV Werder Bremen,1.9,
karim coulibaly,Bundesliga,Centre-Back,SV Werder Bremen,1.91,
felix agu,Bundesliga,Left-Back,SV Werder Bremen,1.8,8000000.0
derrick kohn,Bundesliga,Left-Back,SV Werder Bremen,1.8,5000000.0
olivier deman,Bundesliga,Left-Back,SV Werder Bremen,1.81,3000000.0
mitchell weiser,Bundesliga,Right-Back,SV Werder Bremen,1.77,5000000.0
issa kabore,Bundesliga,Right-Back,SV Werder Bremen,1.8,4000000.0
senne lynen,Bundesliga,Defensive Midfield,SV Werder Bremen,1.85,9000000.0
skelly alvero,Bundesliga,Defensive Midfield,SV Werder Bremen,2.02,2500000.0
wesley adeh,Bundesliga,Defensive Midfield,SV Werder Bremen,1.87,
jens stage,Bundesliga,Central Midfield,SV Werder Bremen,1.87,14000000.0
leonardo bittencourt,Bundesliga,Central Midfield,SV Werder Bremen,1.71,1500000.0
romano schmid,Bundesliga,Attacking Midfield,SV Werder Bremen,1.68,17000000.0
isak hansenaaren,Bundesliga,Attacking Midfield,SV Werder Bremen,1.73,1000000.0
leon opitz,Bundesliga,Attacking Midfield,SV Werder Bremen,1.83,600000.0
patrice covic,Bundesliga,Attacking Midfield,SV Werder Bremen,1.82,
marco grull,Bundesliga,Left Winger,SV Werder Bremen,1.81,4000000.0
abdenego nankishi,Bundesliga,Left Winger,SV Werder Bremen,1.78,450000.0
justin njinmah,Bundesliga,Right Winger,SV Werder Bremen,1.85,7000000.0
marvin ducksch,Bundesliga,Centre-Forward,SV Werder Bremen,1.88,6000000.0
andre silva,Bundesliga,Centre-Forward,SV Werder Bremen,1.86,4000000.0
keke topp,Bundesliga,Centre-Forward,SV Werder Bremen,1.92,4000000.0
oliver burke,Bundesliga,Centre-Forward,SV Werder Bremen,1.88,3000000.0
maik lukowicz,Bundesliga,Centre-Forward,SV Werder Bremen,1.89,150000.0
kevin muller,Bundesliga,Goalkeeper,1.FC Heidenheim 1846,1.9,700000.0
frank feller,Bundesliga,Goalkeeper,1.FC Heidenheim 1846,1.83,500000.0
vitus eicher,Bundesliga,Goalkeeper,1.FC Heidenheim 1846,1.91,250000.0
paul tschernuth,Bundesliga,Goalkeeper,1.FC Heidenheim 1846,1.86,100000.0
benedikt gimber,Bundesliga,Centre-Back,1.FC Heidenheim 1846,1.87,3000000.0
patrick mainka,Bundesliga,Centre-Back,1.FC Heidenheim 1846,1.94,3000000.0
tim siersleben,Bundesliga,Centre-Back,1.FC Heidenheim 1846,1.87,2000000.0
thomas keller,Bundesliga,Centre-Back,1.FC Heidenheim 1846,1.86,500000.0
frans kratzig,Bundesliga,Left-Back,1.FC Heidenheim 1846,1.77,3500000.0
jonas fohrenbach,Bundesliga,Left-Back,1.FC Heidenheim 1846,1.84,1500000.0
omar traore,Bundesliga,Right-Back,1.FC Heidenheim 1846,1.87,4000000.0
marnon busch,Bundesliga,Right-Back,1.FC Heidenheim 1846,1.82,1200000.0
lennard maloney,Bundesliga,Defensive Midfield,1.FC Heidenheim 1846,1.88,3500000.0
niklas dorsch,Bundesliga,Defensive Midfield,1.FC Heidenheim 1846,1.78,3500000.0
julian niehues,Bundesliga,Defensive Midfield,1.FC Heidenheim 1846,1.95,1500000.0
luka janes,Bundesliga,Defensive Midfield,1.FC Heidenheim 1846,1.83,200000.0
norman theuerkauf,Bundesliga,Defensive Midfield,1.FC Heidenheim 1846,1.83,175000.0
jan schoppner,Bundesliga,Central Midfield,1.FC Heidenheim 1846,1.9,4000000.0
luca kerber,Bundesliga,Central Midfield,1.FC Heidenheim 1846,1.84,1500000.0
paul wanner,Bundesliga,Attacking Midfield,1.FC Heidenheim 1846,1.85,18000000.0
adrian beck,Bundesliga,Attacking Midfield,1.FC Heidenheim 1846,1.86,2000000.0
denis thomalla,Bundesliga,Attacking Midfield,1.FC Heidenheim 1846,1.86,450000.0
leo scienza,Bundesliga,Left Winger,1.FC Heidenheim 1846,1.75,3000000.0
mathias honsak,Bundesliga,Left Winger,1.FC Heidenheim 1846,1.88,2000000.0
christopher negele,Bundesliga,Left Winger,1.FC Heidenheim 1846,1.72,250000.0
sirlord conteh,Bundesliga,Right Winger,1.FC Heidenheim 1846,1.78,1500000.0
marvin pieringer,Bundesliga,Centre-Forward,1.FC Heidenheim 1846,1.91,5500000.0
budu zivzivadze,Bundesliga,Centre-Forward,1.FC Heidenheim 1846,1.89,2000000.0
maximilian breunig,Bundesliga,Centre-Forward,1.FC Heidenheim 1846,1.95,1500000.0
mikkel kaufmann,Bundesliga,Centre-Forward,1.FC Heidenheim 1846,1.89,1200000.0
stefan schimmer,Bundesliga,Centre-Forward,1.FC Heidenheim 1846,1.85,500000.0
nikola vasilj,Bundesliga,Goalkeeper,FC St. Pauli,1.93,3500000.0
ben voll,Bundesliga,Goalkeeper,FC St. Pauli,1.95,500000.0
eric oelschlagel,Bundesliga,Goalkeeper,FC St. Pauli,1.93,300000.0
sascha burchert,Bundesliga,Goalkeeper,FC St. Pauli,1.87,200000.0
ronny seibt,Bundesliga,Goalkeeper,FC St. Pauli,1.91,75000.0
soren ahlers,Bundesliga,Goalkeeper,FC St. Pauli,1.94,50000.0
eric smith,Bundesliga,Centre-Back,FC St. Pauli,1.92,5000000.0
david nemeth,Bundesliga,Centre-Back,FC St. Pauli,1.91,4000000.0
siebe van der heyden,Bundesliga,Centre-Back,FC St. Pauli,1.85,2500000.0
hauke wahl,Bundesliga,Centre-Back,FC St. Pauli,1.89,1500000.0
karol mets,Bundesliga,Centre-Back,FC St. Pauli,1.91,1300000.0
adam dzwigala,Bundesliga,Centre-Back,FC St. Pauli,1.85,600000.0
emil staugaard,Bundesliga,Centre-Back,FC St. Pauli,1.92,125000.0
muhammad dahaba,Bundesliga,Centre-Back,FC St. Pauli,1.94,125000.0
lars ritzka,Bundesliga,Left-Back,FC St. Pauli,1.85,1000000.0
julien yanda,Bundesliga,Left-Back,FC St. Pauli,1.83,250000.0
philipp treu,Bundesliga,Right-Back,FC St. Pauli,1.73,5000000.0
manolis saliakas,Bundesliga,Right-Back,FC St. Pauli,1.77,3000000.0
fin stevens,Bundesliga,Right-Back,FC St. Pauli,1.79,500000.0
james sands,Bundesliga,Defensive Midfield,FC St. Pauli,1.86,3000000.0
marwin schmitz,Bundesliga,Defensive Midfield,FC St. Pauli,1.8,200000.0
robert wagner,Bundesliga,Central Midfield,FC St. Pauli,1.81,3000000.0
connor metcalfe,Bundesliga,Central Midfield,FC St. Pauli,1.83,2500000.0
jackson irvine,Bundesliga,Central Midfield,FC St. Pauli,1.89,2000000.0
carlo boukhalfa,Bundesliga,Central Midfield,FC St. Pauli,1.86,2000000.0
erik ahlstrand,Bundesliga,Central Midfield,FC St. Pauli,1.84,500000.0
danel sinani,Bundesliga,Attacking Midfield,FC St. Pauli,1.85,1500000.0
noah weihaupt,Bundesliga,Left Winger,FC St. Pauli,1.81,5000000.0
elias saad,Bundesliga,Left Winger,FC St. Pauli,1.85,4000000.0
romeo aigbekaen,Bundesliga,Left Winger,FC St. Pauli,1.89,100000.0
oladapo afolayan,Bundesliga,Right Winger,FC St. Pauli,1.8,4000000.0
morgan guilavogui,Bundesliga,Right Winger,FC St. Pauli,1.89,4000000.0
scott banks,Bundesliga,Right Winger,FC St. Pauli,1.83,500000.0
johannes eggestein,Bundesliga,Centre-Forward,FC St. Pauli,1.83,2500000.0
abdoulie ceesay,Bundesliga,Centre-Forward,FC St. Pauli,1.85,500000.0
maurides,Bundesliga,Centre-Forward,FC St. Pauli,1.89,350000.0
andreas albers,Bundesliga,Centre-Forward,FC St. Pauli,1.93,300000.0
simon zoller,Bundesliga,Centre-Forward,FC St. Pauli,1.79,300000.0
thibaut courtois,LaLiga,Goalkeeper,Real Madrid,2.0,20000000.0
andriy lunin,LaLiga,Goalkeeper,Real Madrid,1.91,18000000.0
fran gonzalez,LaLiga,Goalkeeper,Real Madrid,1.99,400000.0
sergio mestre,LaLiga,Goalkeeper,Real Madrid,1.93,50000.0
dean huijsen,LaLiga,Centre-Back,Real Madrid,1.97,60000000.0
raul asencio,LaLiga,Centre-Back,Real Madrid,1.84,40000000.0
eder militao,LaLiga,Centre-Back,Real Madrid,1.86,30000000.0
antonio rudiger,LaLiga,Centre-Back,Real Madrid,1.9,20000000.0
david alaba,LaLiga,Centre-Back,Real Madrid,1.8,6000000.0
jacobo ramon,LaLiga,Centre-Back,Real Madrid,1.96,1000000.0
diego aguado,LaLiga,Centre-Back,Real Madrid,1.84,1000000.0
jesus vallejo,LaLiga,Centre-Back,Real Madrid,1.84,1000000.0
victor valdepenas,LaLiga,Centre-Back,Real Madrid,1.88,500000.0
mario rivas,LaLiga,Centre-Back,Real Madrid,,300000.0
fran garcia,LaLiga,Left-Back,Real Madrid,1.69,18000000.0
ferland mendy,LaLiga,Left-Back,Real Madrid,1.8,14000000.0
youssef enriquez,LaLiga,Left-Back,Real Madrid,1.7,500000.0
trent alexanderarnold,LaLiga,Right-Back,Real Madrid,1.8,75000000.0
daniel carvajal,LaLiga,Right-Back,Real Madrid,1.73,8000000.0
lucas vazquez,LaLiga,Right-Back,Real Madrid,1.73,3000000.0
david jimenez,LaLiga,Right-Back,Real Madrid,1.7,400000.0
jesus fortea,LaLiga,Right-Back,Real Madrid,1.79,200000.0
lorenzo aguado,LaLiga,Right-Back,Real Madrid,1.8,100000.0
aurelien tchouameni,LaLiga,Defensive Midfield,Real Madrid,1.88,75000000.0
mario martin,LaLiga,Defensive Midfield,Real Madrid,1.77,1500000.0
federico valverde,LaLiga,Central Midfield,Real Madrid,1.82,130000000.0
eduardo camavinga,LaLiga,Central Midfield,Real Madrid,1.82,60000000.0
dani ceballos,LaLiga,Central Midfield,Real Madrid,1.79,10000000.0
luka modric,LaLiga,Central Midfield,Real Madrid,1.72,4000000.0
chema andres,LaLiga,Central Midfield,Real Madrid,1.9,800000.0
jude bellingham,LaLiga,Attacking Midfield,Real Madrid,1.86,180000000.0
arda guler,LaLiga,Attacking Midfield,Real Madrid,1.75,45000000.0
pol fortuny,LaLiga,Attacking Midfield,Real Madrid,1.75,400000.0
vinicius junior,LaLiga,Left Winger,Real Madrid,1.76,170000000.0
victor munoz,LaLiga,Left Winger,Real Madrid,1.73,1000000.0
hugo de llanos,LaLiga,Left Winger,Real Madrid,1.75,200000.0
rodrygo,LaLiga,Right Winger,Real Madrid,1.74,90000000.0
brahim diaz,LaLiga,Right Winger,Real Madrid,1.7,40000000.0
daniel yanez,LaLiga,Right Winger,Real Madrid,1.77,150000.0
kylian mbappe,LaLiga,Centre-Forward,Real Madrid,1.78,180000000.0
endrick,LaLiga,Centre-Forward,Real Madrid,1.73,35000000.0
gonzalo garcia,LaLiga,Centre-Forward,Real Madrid,1.82,8000000.0
marcandre ter stegen,LaLiga,Goalkeeper,FC Barcelona,1.87,12000000.0
inaki pena,LaLiga,Goalkeeper,FC Barcelona,1.84,8000000.0
wojciech szczesny,LaLiga,Goalkeeper,FC Barcelona,1.95,1000000.0
ander astralaga,LaLiga,Goalkeeper,FC Barcelona,1.9,800000.0
diego kochen,LaLiga,Goalkeeper,FC Barcelona,1.9,500000.0
aron yaakobishvili,LaLiga,Goalkeeper,FC Barcelona,1.85,300000.0
pau cubarsi,LaLiga,Centre-Back,FC Barcelona,1.84,80000000.0
ronald araujo,LaLiga,Centre-Back,FC Barcelona,1.92,35000000.0
eric garcia,LaLiga,Centre-Back,FC Barcelona,1.82,18000000.0
andreas christensen,LaLiga,Centre-Back,FC Barcelona,1.87,12000000.0
inigo martinez,LaLiga,Centre-Back,FC Barcelona,1.82,5000000.0
sergi dominguez,LaLiga,Centre-Back,FC Barcelona,1.91,1000000.0
alexis olmedo,LaLiga,Centre-Back,FC Barcelona,1.87,200000.0
andres cuenca,LaLiga,Centre-Back,FC Barcelona,1.81,200000.0
alvaro cortes,LaLiga,Centre-Back,FC Barcelona,1.89,150000.0
alejandro balde,LaLiga,Left-Back,FC Barcelona,1.75,60000000.0
gerard martin,LaLiga,Left-Back,FC Barcelona,1.86,12000000.0
alex valle,LaLiga,Left-Back,FC Barcelona,1.78,6000000.0
jules kounde,LaLiga,Right-Back,FC Barcelona,1.8,65000000.0
hector fort,LaLiga,Right-Back,FC Barcelona,1.85,10000000.0
landry farre,LaLiga,Right-Back,FC Barcelona,1.78,300000.0
marc casado,LaLiga,Defensive Midfield,FC Barcelona,1.72,30000000.0
marc bernal,LaLiga,Defensive Midfield,FC Barcelona,1.93,5000000.0
pedri,LaLiga,Central Midfield,FC Barcelona,1.74,140000000.0
gavi,LaLiga,Central Midfield,FC Barcelona,1.73,60000000.0
frenkie de jong,LaLiga,Central Midfield,FC Barcelona,1.81,45000000.0
guille fernandez,LaLiga,Central Midfield,FC Barcelona,1.81,3000000.0
dani olmo,LaLiga,Attacking Midfield,FC Barcelona,1.79,60000000.0
fermin lopez,LaLiga,Attacking Midfield,FC Barcelona,1.74,50000000.0
pablo torre,LaLiga,Attacking Midfield,FC Barcelona,1.73,6000000.0
noah darvich,LaLiga,Attacking Midfield,FC Barcelona,1.84,2000000.0
raphinha,LaLiga,Left Winger,FC Barcelona,1.76,90000000.0
ansu fati,LaLiga,Left Winger,FC Barcelona,1.78,5000000.0
